nbreheures1904;date utc;heure utc;date locale;heure locale;tsl;t;err t;td;err td;hr;err hr;vv;err vv;vd;err vd;psta;err psta;rf1e;err rf1e
h utc;date utc;heure loc;date loc;heure;HAE/HNE;C;Err;C;Err;0-100;Err;km/h;Err;0-360;Err;hPa;Err;kJ/m2/h;Err
1018744;19/03/2020;16;19/03/2020;12;HAE;-0.6;0;-8.2;0;52.0;0;17.0;0;90;0;1010;0;1508.23;5.k=2.NORMANDIN
1018745;19/03/2020;17;19/03/2020;13;HAE;1.3;0;-6.1;0;54.0;0;15.0;0;90;0;1009;0;1885.1;5.k=2.NORMANDIN
1018746;19/03/2020;18;19/03/2020;14;HAE;1.6;0;-6.3;0;52.0;0;26.0;0;80;0;1008;0;1858.07;5.k=2.NORMANDIN
1018747;19/03/2020;19;19/03/2020;15;HAE;2.7;0;-5.8;0;51.0;0;26.0;0;80;0;1007;0;1360.93;5.k=2.NORMANDIN
1018748;19/03/2020;20;19/03/2020;16;HAE;2.9;0;-6.1;0;49.0;0;26.0;0;80;0;1007;0;816.6;5.k=2.NORMANDIN
1018749;19/03/2020;21;19/03/2020;17;HAE;3.0;0;-6.1;0;48.0;0;26.0;0;80;0;1006;0;594.767;5.k=2.NORMANDIN
1018750;19/03/2020;22;19/03/2020;18;HAE;2.4;0;-5.9;0;51.0;0;21.0;0;80;0;1006;0;268.833;5.k=2.NORMANDIN
1018751;19/03/2020;23;19/03/2020;19;HAE;1.9;0;-4.7;0;59.0;0;15.0;0;80;0;1006;0;0;5.k=2.NORMANDIN
1018752;20/03/2020;0;19/03/2020;20;HAE;1.0;0;-4.9;0;62.0;0;8.0;0;140;0;1006;0;0;8
1018753;20/03/2020;1;19/03/2020;21;HAE;0.2;0;-4.9;0;65.0;0;15.0;0;90;0;1006;0;0;8
1018754;20/03/2020;2;19/03/2020;22;HAE;-0.9;0;-5.1;0;70.0;0;22.0;0;90;0;1004;0;0;8
1018755;20/03/2020;3;19/03/2020;23;HAE;-0.6;0;-5.0;0;69.0;0;26.0;0;90;0;1003;0;0;8
1018756;20/03/2020;4;20/03/2020;0;HAE;-0.9;0;-5.0;0;71.0;0;26.0;0;90;0;1002;0;0;8
1018757;20/03/2020;5;20/03/2020;1;HAE;-0.9;0;-5.0;0;71.0;0;28.0;0;90;0;1001;0;0;8
1018758;20/03/2020;6;20/03/2020;2;HAE;-0.7;0;-4.1;0;75.0;0;26.0;0;90;0;1000;0;0;8
1018759;20/03/2020;7;20/03/2020;3;HAE;-0.6;0;-3.4;0;79.0;0;24.0;0;100;0;998;0;0;8
1018760;20/03/2020;8;20/03/2020;4;HAE;-0.5;0;-2.9;0;82.0;0;28.0;0;90;0;996;0;0;8
1018761;20/03/2020;9;20/03/2020;5;HAE;-0.2;0;-2.3;0;84.0;0;26.0;0;100;0;994;0;0;8
1018762;20/03/2020;10;20/03/2020;6;HAE;-0.1;0;-1.6;0;88.0;0;28.0;0;90;0;991;0;0;8
1018763;20/03/2020;11;20/03/2020;7;HAE;0.8;0;-1.1;0;86.0;0;9.0;0;100;0;989;0;0;5.k=2.NORMANDIN
1018764;20/03/2020;12;20/03/2020;8;HAE;0.1;0;-1.0;0;91.0;0;28.0;0;100;0;987;0;21.2917;5.k=2.NORMANDIN
1018765;20/03/2020;13;20/03/2020;9;HAE;0.3;0;-0.6;0;93.0;0;24.0;0;90;0;985;0;206.683;5.k=2.NORMANDIN
1018766;20/03/2020;14;20/03/2020;10;HAE;0.4;0;-0.3;0;95.0;0;26.0;0;90;0;983;0;488.675;5.k=2.NORMANDIN
1018767;20/03/2020;15;20/03/2020;11;HAE;0.7;0;0.1;0;96.0;0;30.0;0;90;0;981;0;872.167;5.k=2.NORMANDIN
1018768;20/03/2020;16;20/03/2020;12;HAE;1.0;0;0.3;0;95.0;0;28.0;0;90;0;979;0;1054.56;5.k=2.NORMANDIN
1018769;20/03/2020;17;20/03/2020;13;HAE;1.3;0;0.3;0;93.0;0;34.0;0;90;0;977;0;888.65;5.k=2.NORMANDIN
1018770;20/03/2020;18;20/03/2020;14;HAE;1.6;0;0.3;0;91.0;0;30.0;0;90;0;975;0;990.642;5.k=2.NORMANDIN
1018771;20/03/2020;19;20/03/2020;15;HAE;1.0;0;0.3;0;95.0;0;24.0;0;90;0;973;0;1095.03;5.k=2.NORMANDIN
1018772;20/03/2020;20;20/03/2020;16;HAE;1.0;0;0.5;0;96.0;0;26.0;0;90;0;971;0;643.725;5.k=2.NORMANDIN
1018773;20/03/2020;21;20/03/2020;17;HAE;1.1;0;0.7;0;97.0;0;13.0;0;90;0;971;0;556.117;5.k=2.NORMANDIN
1018774;20/03/2020;22;20/03/2020;18;HAE;1.4;0;1.2;0;99.0;0;9.0;0;270;0;973;0;307.008;5.k=2.NORMANDIN
1018775;20/03/2020;23;20/03/2020;19;HAE;2.4;0;1.6;0;94.0;0;37.0;0;280;0;975;0;0;5.k=2.NORMANDIN
1018776;21/03/2020;0;20/03/2020;20;HAE;1.5;0;0.4;0;92.0;0;44.0;0;280;0;978;0;0;8
1018777;21/03/2020;1;20/03/2020;21;HAE;0.8;0;-1.6;0;83.0;0;50.0;0;280;0;980;0;0;8
1018778;21/03/2020;2;20/03/2020;22;HAE;-1.4;0;-2.8;0;89.0;0;54.0;0;280;0;983;0;0;8
1018779;21/03/2020;3;20/03/2020;23;HAE;-3.6;0;-4.6;0;92.0;0;50.0;0;280;0;986;0;0;8
1018780;21/03/2020;4;21/03/2020;0;HAE;-5.7;0;-6.6;0;93.0;0;46.0;0;290;0;990;0;0;8
1018781;21/03/2020;5;21/03/2020;1;HAE;-7.2;0;-8.6;0;89.0;0;48.0;0;290;0;990;4.constant;0;8
1018782;21/03/2020;6;21/03/2020;2;HAE;-8.7;0;-10.7;0;84.0;0;50.0;0;290;0;995;0;0;8
1018783;21/03/2020;7;21/03/2020;3;HAE;-10.4;0;-13.3;0;77.0;0;50.0;0;280;0;998;0;0;8
1018784;21/03/2020;8;21/03/2020;4;HAE;-12.3;0;-15.8;0;73.0;0;48.0;0;280;0;1000;0;0;8
1018785;21/03/2020;9;21/03/2020;5;HAE;-13.7;0;-17.5;0;73.0;0;46.0;0;280;0;1001.5;4.lineaire;0;8
1018786;21/03/2020;10;21/03/2020;6;HAE;-15.0;0;-19.1;0;68.0;0;43.0;0;270;0;1003;0;0;8
1018787;21/03/2020;11;21/03/2020;7;HAE;-16.1;0;-19.9;0;70.0;0;39.0;0;280;0;1005;0;0;5.k=2.NORMANDIN
1018788;21/03/2020;12;21/03/2020;8;HAE;-16.1;0;-20.6;0;65.0;0;37.0;0;280;0;1006;0;141.504;5.k=2.NORMANDIN
1018789;21/03/2020;13;21/03/2020;9;HAE;-16.0;0;-20.7;0;64.0;0;41.0;0;290;0;1008;0;796.958;5.k=2.NORMANDIN
1018790;21/03/2020;14;21/03/2020;10;HAE;-15.7;0;-21.0;0;61.0;0;37.0;0;280;0;1008;0;1458.01;5.k=2.NORMANDIN
1018791;21/03/2020;15;21/03/2020;11;HAE;-14.8;0;-20.3;0;60.0;0;34.0;0;290;0;1009;0;2010.67;5.k=2.NORMANDIN
1018792;21/03/2020;16;21/03/2020;12;HAE;-14.3;0;-20.3;0;57.0;0;30.0;0;280;0;1010;0;2403.72;5.k=2.NORMANDIN
1018793;21/03/2020;17;21/03/2020;13;HAE;-13.2;0;-19.7;0;55.0;0;35.0;0;280;0;1010;0;2443.47;5.k=2.NORMANDIN
1018794;21/03/2020;18;21/03/2020;14;HAE;-12.1;0;-19.0;0;53.0;0;31.0;0;290;0;1011;0;2664.13;5.k=2.NORMANDIN
1018795;21/03/2020;19;21/03/2020;15;HAE;-11.4;0;-18.4;0;52.0;0;34.0;0;290;0;1011;0;1979.88;5.k=2.NORMANDIN
1018796;21/03/2020;20;21/03/2020;16;HAE;-10.8;0;-19.0;0;47.0;0;30.0;0;300;0;1011;0;1882.54;5.k=2.NORMANDIN
1018797;21/03/2020;21;21/03/2020;17;HAE;-10.6;0;-19.3;0;45.0;0;28.0;0;300;0;1012;0;1411.49;5.k=2.NORMANDIN
1018798;21/03/2020;22;21/03/2020;18;HAE;-10.8;0;-19.3;0;46.0;0;26.0;0;300;0;1012;0;649.346;5.k=2.NORMANDIN
1018799;21/03/2020;23;21/03/2020;19;HAE;-11.7;0;-18.7;0;52.0;0;21.0;0;300;0;1013;0;0;5.k=2.NORMANDIN
1018800;22/03/2020;0;21/03/2020;20;HAE;-13.2;0;-18.7;0;60.0;0;13.0;0;280;0;1014;0;0;8
1018801;22/03/2020;1;21/03/2020;21;HAE;-14.6;0;-19.7;0;62.0;0;9.0;0;270;0;1015;0;0;8
1018802;22/03/2020;2;21/03/2020;22;HAE;-14.6;0;-19.4;0;64.0;0;13.0;0;250;0;1015;0;0;8
1018803;22/03/2020;3;21/03/2020;23;HAE;-15.5;0;-19.6;0;68.0;0;9.0;0;270;0;1015;0;0;8
1018804;22/03/2020;4;22/03/2020;0;HAE;-18.3;0;-21.6;0;73.0;0;9.0;0;250;0;1015;0;0;8
1018805;22/03/2020;5;22/03/2020;1;HAE;-15.9;0;-19.9;0;69.0;0;11.0;0;250;0;1015;0;0;8
1018806;22/03/2020;6;22/03/2020;2;HAE;-15.6;0;-19.2;0;71.0;0;9.0;0;340;0;1016;0;0;8
1018807;22/03/2020;7;22/03/2020;3;HAE;-16.6;0;-19.8;0;74.0;0;15.0;0;280;0;1017;0;0;8
1018808;22/03/2020;8;22/03/2020;4;HAE;-16.5;0;-19.7;0;74.0;0;18.0;0;280;0;1017;0;0;8
1018809;22/03/2020;9;22/03/2020;5;HAE;-17.6;0;-20.4;0;77.0;0;15.0;0;270;0;1018;0;0;8
1018810;22/03/2020;10;22/03/2020;6;HAE;-18.3;0;-20.8;0;79.0;0;15.0;0;260;0;1019;0;0;8
1018811;22/03/2020;11;22/03/2020;7;HAE;-19.3;0;-21.9;0;78.0;0;11.0;0;280;0;1020;0;0;5.k=2.NORMANDIN
1018812;22/03/2020;12;22/03/2020;8;HAE;-18.2;0;-21.3;0;74.0;0;13.0;0;270;0;1022;0;409.283;5.k=2.NORMANDIN
1018813;22/03/2020;13;22/03/2020;9;HAE;-16.2;0;-20.5;0;67.0;0;18.0;0;280;0;1023;0;1181.97;5.k=2.NORMANDIN
1018814;22/03/2020;14;22/03/2020;10;HAE;-14.4;0;-19.1;0;64.0;0;15.0;0;300;0;1023;0;2000.95;5.k=2.NORMANDIN
1018815;22/03/2020;15;22/03/2020;11;HAE;-13.2;0;-19.0;0;58.0;0;15.0;0;300;0;1023;0;2567.23;5.k=2.NORMANDIN
1018816;22/03/2020;16;22/03/2020;12;HAE;-11.3;0;-18.6;0;51.0;0;18.0;0;290;0;1022;0;2698.62;5.k=2.NORMANDIN
1018817;22/03/2020;17;22/03/2020;13;HAE;-10.4;0;-18.3;0;48.0;0;22.0;0;290;0;1022;0;2742.9;5.k=2.NORMANDIN
1018818;22/03/2020;18;22/03/2020;14;HAE;-9.3;0;-18.4;0;43.0;0;17.0;0;280;0;1022;0;2672.58;5.k=2.NORMANDIN
1018819;22/03/2020;19;22/03/2020;15;HAE;-8.8;0;-17.8;0;44.0;0;17.0;0;300;0;1022;0;2421.37;5.k=2.NORMANDIN
1018820;22/03/2020;20;22/03/2020;16;HAE;-7.9;0;-17.7;0;41.0;0;11.0;0;300;0;1022;0;1978.65;5.k=2.NORMANDIN
1018821;22/03/2020;21;22/03/2020;17;HAE;-7.6;0;-17.9;0;39.0;0;9.0;0;300;0;1022;0;1373.63;5.k=2.NORMANDIN
1018822;22/03/2020;22;22/03/2020;18;HAE;-7.9;0;-18.4;0;38.0;0;9.0;0;310;0;1021;0;675.617;5.k=2.NORMANDIN
1018823;22/03/2020;23;22/03/2020;19;HAE;-10.1;0;-17.8;0;49.0;0;5.0;0;320;0;1021;0;0;5.k=2.NORMANDIN
1018824;23/03/2020;0;22/03/2020;20;HAE;-14.6;0;-20.1;0;60.0;0;4.0;0;140;0;1021;0;0;8
1018825;23/03/2020;1;22/03/2020;21;HAE;-15.7;0;-21.1;0;60.0;0;9.0;0;190;0;1021;0;0;8
1018826;23/03/2020;2;22/03/2020;22;HAE;-15.8;0;-21.1;0;60.0;0;8.0;0;180;0;1021;0;0;8
1018827;23/03/2020;3;22/03/2020;23;HAE;-17.6;0;-22.0;0;66.0;0;5.0;0;160;0;1021;0;0;8
1018828;23/03/2020;4;23/03/2020;0;HAE;-17.6;0;-22.2;0;64.0;0;4.0;0;100;0;1020;0;0;8
1018829;23/03/2020;5;23/03/2020;1;HAE;-18.5;0;-21.9;0;72.0;0;5.0;0;130;0;1020;0;0;8
1018830;23/03/2020;6;23/03/2020;2;HAE;-18.8;0;-21.9;0;74.0;0;5.0;0;140;0;1020;0;0;8
1018831;23/03/2020;7;23/03/2020;3;HAE;-18.3;0;-21.6;0;73.0;0;11.0;0;130;0;1019;0;0;8
1018832;23/03/2020;8;23/03/2020;4;HAE;-22.4;0;-25.1;0;77.0;0;9.0;0;130;0;1018;0;0;8
1018833;23/03/2020;9;23/03/2020;5;HAE;-22.9;0;-25.5;0;77.0;0;5.0;0;160;0;1017;0;0;8
1018834;23/03/2020;10;23/03/2020;6;HAE;-22.3;0;-24.9;0;77.0;0;11.0;0;120;0;1016;0;0;8
1018835;23/03/2020;11;23/03/2020;7;HAE;-17.3;0;-20.4;0;74.0;0;11.0;0;130;0;1016;0;0;5.k=2.NORMANDIN
1018836;23/03/2020;12;23/03/2020;8;HAE;-15.5;0;-19.8;0;67.0;0;13.0;0;100;0;1015;0;142.758;5.k=2.NORMANDIN
1018837;23/03/2020;13;23/03/2020;9;HAE;-11.3;0;-14.6;0;74.0;0;24.0;0;90;0;1014;0;426.317;5.k=2.NORMANDIN
1018838;23/03/2020;14;23/03/2020;10;HAE;-7.4;0;-11.6;0;69.0;0;22.0;0;90;0;1013;0;950.275;5.k=2.NORMANDIN
1018839;23/03/2020;15;23/03/2020;11;HAE;-5.4;0;-11.6;0;58.0;0;30.0;0;90;0;1011;0;1680.33;5.k=2.NORMANDIN
1018840;23/03/2020;16;23/03/2020;12;HAE;-4.6;0;-10.9;0;58.0;0;28.0;0;90;0;1010;0;1878.39;5.k=2.NORMANDIN
1018841;23/03/2020;17;23/03/2020;13;HAE;-3.0;0;-10.2;0;54.0;0;22.0;0;90;0;1009;0;2013.55;5.k=2.NORMANDIN
1018842;23/03/2020;18;23/03/2020;14;HAE;-1.4;0;-9.8;0;49.0;0;21.0;0;90;0;1007;0;1865.71;5.k=2.NORMANDIN
1018843;23/03/2020;19;23/03/2020;15;HAE;0.35;4.lineaire;-9.7;0;44.0;0;13.0;0;110;0;1006;0;1788.57;5.k=2.NORMANDIN
1018844;23/03/2020;20;23/03/2020;16;HAE;2.1;0;-10.4;0;35.0;0;8.0;0;140;0;1005;0;1437.33;5.k=2.NORMANDIN
1018845;23/03/2020;21;23/03/2020;17;HAE;2.6;0;-8.7;0;40.0;0;24.0;0;180;0;1004;0;907.083;5.k=2.NORMANDIN
1018846;23/03/2020;22;23/03/2020;18;HAE;1.6;0;-10.4;0;37.0;0;11.0;0;160;0;1004;0;310.242;5.k=2.NORMANDIN
1018847;23/03/2020;23;23/03/2020;19;HAE;0.5;0;-7.9;0;49.0;0;17.0;0;200;0;1004;0;0;5.k=2.NORMANDIN
1018848;24/03/2020;0;23/03/2020;20;HAE;-0.1;0;-7.5;0;53.0;0;13.0;0;190;0;1004;0;0;8
1018849;24/03/2020;1;23/03/2020;21;HAE;-0.6;0;-7.8;0;54.0;0;0.0;0;0;0;1003;0;0;8
1018850;24/03/2020;2;23/03/2020;22;HAE;-2.0;0;-8.3;0;58.0;0;5.0;0;140;0;1002;0;0;8
1018851;24/03/2020;3;23/03/2020;23;HAE;-3.2;0;-8.1;0;66.0;0;9.0;0;110;0;1002;0;0;8
1018852;24/03/2020;4;24/03/2020;0;HAE;-4.2;0;-7.7;0;74.0;0;9.0;0;90;0;1001;0;0;8
1018853;24/03/2020;5;24/03/2020;1;HAE;-3.0;0;-6.6;0;74.0;0;9.0;0;90;0;1001;0;0;8
1018854;24/03/2020;6;24/03/2020;2;HAE;-2.6;0;-6.7;0;70.0;0;0.0;0;0;0;1001;0;0;8
1018855;24/03/2020;7;24/03/2020;3;HAE;-3.1;0;-7.0;0;72.0;0;4.0;0;180;0;1000;0;0;8
1018856;24/03/2020;8;24/03/2020;4;HAE;-3.7;0;-6.3;0;80.0;0;8.0;0;320;0;1000;0;0;8
1018857;24/03/2020;9;24/03/2020;5;HAE;-4.3;0;-6.4;0;84.0;0;0.0;0;0;0;1000;0;0;8
1018858;24/03/2020;10;24/03/2020;6;HAE;-4.6;0;-6.0;0;89.0;0;0.0;0;0;0;1000;0;0;8
1018859;24/03/2020;11;24/03/2020;7;HAE;-4.1;0;-5.7;0;87.0;0;4.0;0;220;0;1000;0;0;5.k=2.NORMANDIN
1018860;24/03/2020;12;24/03/2020;8;HAE;-3.8;0;-5.2;0;89.0;0;4.0;0;250;0;1001;0;45.3125;5.k=2.NORMANDIN
1018861;24/03/2020;13;24/03/2020;9;HAE;-2.1;0;-3.8;0;87.0;0;4.0;0;290;0;1001;0;275.775;5.k=2.NORMANDIN
1018862;24/03/2020;14;24/03/2020;10;HAE;-0.6;0;-3.0;0;82.0;0;11.0;0;290;0;1002;0;1116.44;5.k=2.NORMANDIN
1018863;24/03/2020;15;24/03/2020;11;HAE;1.1;0;-3.8;0;67.0;0;8.0;0;320;0;1002;0;2199.5;5.k=2.NORMANDIN
1018864;24/03/2020;16;24/03/2020;12;HAE;0.8;0;-3.7;0;69.0;0;8.0;0;290;0;1001;0;2117.96;5.k=2.NORMANDIN
1018865;24/03/2020;17;24/03/2020;13;HAE;1.6;0;-4.1;0;63.0;0;9.0;0;300;0;1001;0;2777.12;5.k=2.NORMANDIN
1018866;24/03/2020;18;24/03/2020;14;HAE;2.4;0;-4.0;0;60.0;0;11.0;0;300;0;1001;0;2665.79;5.k=2.NORMANDIN
1018867;24/03/2020;19;24/03/2020;15;HAE;3.1;0;-4.8;0;54.0;0;18.0;0;290;0;1000;0;2306.95;5.k=2.NORMANDIN
1018868;24/03/2020;20;24/03/2020;16;HAE;3.0;0;-4.5;0;55.0;0;17.0;0;280;0;1000;0;1666.81;5.k=2.NORMANDIN
1018869;24/03/2020;21;24/03/2020;17;HAE;3.0;0;-4.4;0;56.0;0;15.0;0;280;0;1000;0;870.475;5.k=2.NORMANDIN
1018870;24/03/2020;22;24/03/2020;18;HAE;2.2;0;-4.2;0;60.0;0;15.0;0;280;0;1001;0;585.638;5.k=2.NORMANDIN
1018871;24/03/2020;23;24/03/2020;19;HAE;1.7;0;-5.8;0;54.0;0;9.0;0;240;0;1001;0;0;5.k=2.NORMANDIN
1018872;25/03/2020;0;24/03/2020;20;HAE;-1.0;0;-5.9;0;66.0;0;8.0;0;220;0;1001;0;0;8
1018873;25/03/2020;1;24/03/2020;21;HAE;-2.9;0;-7.1;0;70.0;0;4.0;0;200;0;1002;0;0;8
1018874;25/03/2020;2;24/03/2020;22;HAE;-4.1;0;-7.8;0;73.0;0;8.0;0;200;0;1002;0;0;8
1018875;25/03/2020;3;24/03/2020;23;HAE;-3.9;0;-7.7;0;72.0;0;5.0;0;80;0;1002;0;0;8
1018876;25/03/2020;4;25/03/2020;0;HAE;-4.9;0;-7.6;0;79.0;0;5.0;0;90;0;1002;0;0;8
1018877;25/03/2020;5;25/03/2020;1;HAE;-6.6;0;-8.8;0;83.0;0;8.0;0;200;0;1003;0;0;8
1018878;25/03/2020;6;25/03/2020;2;HAE;-6.6;0;-9.8;0;76.0;0;5.0;0;190;0;1003;0;0;8
1018879;25/03/2020;7;25/03/2020;3;HAE;-8.2;0;-10.2;0;84.0;0;0.0;0;0;0;1003;0;0;8
1018880;25/03/2020;8;25/03/2020;4;HAE;-7.3;0;-9.1;0;85.0;0;0.0;0;0;0;1003;0;0;8
1018881;25/03/2020;9;25/03/2020;5;HAE;-9.1;0;-10.7;0;87.0;0;5.0;0;190;0;1003;0;0;8
1018882;25/03/2020;10;25/03/2020;6;HAE;-10.5;0;-12.1;0;87.0;0;4.0;0;190;0;1003;0;0;8
1018883;25/03/2020;11;25/03/2020;7;HAE;-8.8;0;-10.9;0;83.0;0;4.0;0;80;0;1004;0;0;5.k=2.NORMANDIN
1018884;25/03/2020;12;25/03/2020;8;HAE;-8.3;0;-10.6;0;82.0;0;4.0;0;100;0;1004;0;417.708;5.k=2.NORMANDIN
1018885;25/03/2020;13;25/03/2020;9;HAE;-5.1;0;-9.9;0;66.0;0;8.0;0;100;0;1004;0;1090.12;5.k=2.NORMANDIN
1018886;25/03/2020;14;25/03/2020;10;HAE;-2.2;0;-7.8;0;62.0;0;11.0;0;90;0;1004;0;1718.23;5.k=2.NORMANDIN
1018887;25/03/2020;15;25/03/2020;11;HAE;0.1;0;-5.2;0;64.0;0;11.0;0;80;0;1003;0;1946.73;5.k=2.NORMANDIN
1018888;25/03/2020;16;25/03/2020;12;HAE;2.3;0;-3.8;0;62.0;0;11.0;0;80;0;1002;0;2374.04;5.k=2.NORMANDIN
1018889;25/03/2020;17;25/03/2020;13;HAE;4.3;0;-4.6;0;50.0;0;9.0;0;80;0;1001;0;2439.15;5.k=2.NORMANDIN
1018890;25/03/2020;18;25/03/2020;14;HAE;4.6;0;-3.9;0;52.0;0;17.0;0;90;0;1000;0;2181.06;5.k=2.NORMANDIN
1018891;25/03/2020;19;25/03/2020;15;HAE;7.2;0;-8.1;0;30.0;0;21.0;0;130;0;998;0;2044.57;5.k=2.NORMANDIN
1018892;25/03/2020;20;25/03/2020;16;HAE;7.1;0;-8.5;0;29.0;0;17.0;0;140;0;998;0;1548.38;5.k=2.NORMANDIN
1018893;25/03/2020;21;25/03/2020;17;HAE;6.4;0;-8.3;0;31.0;0;15.0;0;140;0;998;0;821.083;5.k=2.NORMANDIN
1018894;25/03/2020;22;25/03/2020;18;HAE;5.9;0;-8.3;0;33.0;0;18.0;0;130;0;998;0;468.792;5.k=2.NORMANDIN
1018895;25/03/2020;23;25/03/2020;19;HAE;4.8;0;-6.4;0;41.0;0;13.0;0;130;0;998;0;0;5.k=2.NORMANDIN
1018896;26/03/2020;0;25/03/2020;20;HAE;4.1;0;-7.3;0;40.0;0;9.0;0;130;0;998;0;0;8
1018897;26/03/2020;1;25/03/2020;21;HAE;2.0;0;-5.9;0;53.0;0;11.0;0;100;0;997;0;0;8
1018898;26/03/2020;2;25/03/2020;22;HAE;1.2;0;-5.0;0;60.0;0;17.0;0;90;0;997;0;0;8
1018899;26/03/2020;3;25/03/2020;23;HAE;1.2;0;-4.1;0;65.0;0;15.0;0;90;0;997;0;0;8
1018900;26/03/2020;4;26/03/2020;0;HAE;0.9;0;-4.3;0;65.0;0;17.0;0;100;0;997;0;0;8
1018901;26/03/2020;5;26/03/2020;1;HAE;0.5;0;-4.4;0;67.0;0;17.0;0;100;0;997;0;0;8
1018902;26/03/2020;6;26/03/2020;2;HAE;-0.7;0;-4.9;0;70.0;0;15.0;0;90;0;996;0;0;8
1018903;26/03/2020;7;26/03/2020;3;HAE;-0.2;0;-5.1;0;66.0;0;13.0;0;100;0;996;0;0;8
1018904;26/03/2020;8;26/03/2020;4;HAE;-0.2;0;-4.4;0;70.0;0;13.0;0;90;0;997;0;0;8
1018905;26/03/2020;9;26/03/2020;5;HAE;-0.6;0;-4.7;0;71.0;0;13.0;0;130;0;996;0;0;8
1018906;26/03/2020;10;26/03/2020;6;HAE;-0.2;0;-4.7;0;69.0;0;13.0;0;100;0;996;0;0;8
1018907;26/03/2020;11;26/03/2020;7;HAE;-0.2;0;-3.7;0;75.0;0;5.0;0;100;0;996;0;0;5.k=2.NORMANDIN
1018908;26/03/2020;12;26/03/2020;8;HAE;0.8;0;-4.1;0;67.0;0;13.0;0;110;0;996;0;86.15;5.k=2.NORMANDIN
1018909;26/03/2020;13;26/03/2020;9;HAE;1.5;0;-3.9;0;65.0;0;18.0;0;100;0;995;0;246.6;5.k=2.NORMANDIN
1018910;26/03/2020;14;26/03/2020;10;HAE;2.2;0;-3.5;0;64.0;0;15.0;0;100;0;995;0;360.45;5.k=2.NORMANDIN
1018911;26/03/2020;15;26/03/2020;11;HAE;2.7;0;-3.2;0;63.0;0;15.0;0;100;0;994;0;569;5.k=2.NORMANDIN
1018912;26/03/2020;16;26/03/2020;12;HAE;3.4;0;-2.1;0;66.0;0;13.0;0;90;0;993;0;617.45;5.k=2.NORMANDIN
1018913;26/03/2020;17;26/03/2020;13;HAE;3.7;0;-1.6;0;67.0;0;5.0;0;130;0;992;0;946.5;5.k=2.NORMANDIN
1018914;26/03/2020;18;26/03/2020;14;HAE;2.7;0;-0.3;0;80.0;0;11.0;0;90;0;991;0;1129.15;5.k=2.NORMANDIN
1018915;26/03/2020;19;26/03/2020;15;HAE;4.3;0;2.3;0;87.0;0;5.0;0;100;0;991;0;866.5;5.k=2.NORMANDIN
1018916;26/03/2020;20;26/03/2020;16;HAE;4.6;0;3.3;0;91.0;0;0.0;0;0;0;990;0;660.65;5.k=2.NORMANDIN
1018917;26/03/2020;21;26/03/2020;17;HAE;3.3;0;2.0;0;91.0;0;9.0;0;130;0;990;0;497;5.k=2.NORMANDIN
1018918;26/03/2020;22;26/03/2020;18;HAE;2.2;0;1.2;0;93.0;0;17.0;0;100;0;989;0;376.55;5.k=2.NORMANDIN
1018919;26/03/2020;23;26/03/2020;19;HAE;1.5;0;0.9;0;96.0;0;22.0;0;90;0;989;0;56.2;5.k=2.NORMANDIN
1018920;27/03/2020;0;26/03/2020;20;HAE;1.0;0;0.6;0;97.0;0;24.0;0;90;0;988;0;0;5.k=2.NORMANDIN
1018921;27/03/2020;1;26/03/2020;21;HAE;0.8;0;0.4;0;97.0;0;26.0;0;90;0;988;0;0;8
1018922;27/03/2020;2;26/03/2020;22;HAE;0.6;0;0.3;0;98.0;0;26.0;0;90;0;988;0;0;8
1018923;27/03/2020;3;26/03/2020;23;HAE;0.3;0;0.1;4.lineaire;98.0;0;26.0;0;90;0;987;0;0;8
1018924;27/03/2020;4;27/03/2020;0;HAE;0.1;0;-0.1;0;99.0;0;26.0;0;100;0;987;0;0;8
1018925;27/03/2020;5;27/03/2020;1;HAE;0.1;0;-0.1;0;99.0;0;21.0;0;90;0;986;0;0;8
1018926;27/03/2020;6;27/03/2020;2;HAE;-0.1;0;-0.3;0;98.0;0;18.0;0;90;0;986;0;0;8
1018927;27/03/2020;7;27/03/2020;3;HAE;-0.125;4.lineaire;-0.1;0;99.0;0;18.0;0;80;0;986;0;0;8
1018928;27/03/2020;8;27/03/2020;4;HAE;-0.15;4.lineaire;-0.2;0;98.0;0;18.0;0;80;0;986;0;0;8
1018929;27/03/2020;9;27/03/2020;5;HAE;-0.175;4.lineaire;-0.1;0;99.0;0;11.0;0;70;0;987;0;0;8
1018930;27/03/2020;10;27/03/2020;6;HAE;-0.2;0;-0.4;0;98.0;0;11.0;0;90;0;988;0;0;8
1018931;27/03/2020;11;27/03/2020;7;HAE;-0.2;0;-0.4;0;98.0;0;8.0;0;80;0;989;0;0;5.k=2.NORMANDIN
1018932;27/03/2020;12;27/03/2020;8;HAE;-1.0;0;-1.1;0;99.0;0;4.0;0;260;0;990;0;150.188;5.k=2.NORMANDIN
1018933;27/03/2020;13;27/03/2020;9;HAE;-2.8;0;-3.3;0;96.0;0;18.0;0;270;0;991;0;512.377;5.k=2.NORMANDIN
1018934;27/03/2020;14;27/03/2020;10;HAE;-3.2;0;-4.1;0;93.0;0;18.0;0;270;0;991;0;913.765;5.k=2.NORMANDIN
1018935;27/03/2020;15;27/03/2020;11;HAE;-3.5;0;-5.0;0;88.0;0;21.0;0;270;0;992;0;1454.55;5.k=2.NORMANDIN
